id,name,descr,file_format_code,model,file_txt,module_id,module_name,template_typ_code,lang_code,is_active,cr_by,cr_dtimes
1109,Template for Technical Issue Email,Template for Technical Issue Email,txt,velocity,"Dear $!fullName_eng, Your request for UIN for Registration ID: $!RID has failed because of a technical issue. Please visit your nearest Registration office or visit https://mosip.io/grievances Thank You",10003,Registration Processor,RPR_TEC_ISSUE_EMAIL,eng,TRUE,superadmin,now()
1110,Template for Technical Issue SMS,Template for Technical Issue SMS,txt,velocity,"Dear $!fullName_eng, Your request for UIN for Registration ID: $!RID has failed because of a technical issue. Please visit your nearest Registration office or visit https://mosip.io/grievances",10003,Registration Processor,RPR_TEC_ISSUE_SMS,eng,TRUE,superadmin,now()
1111,Template for UIN generation Email,Template for UIN generation Email,txt,velocity,"Dear $!fullName_eng, Your UIN for Registration ID: $!RID has been successfully generated and will reach soon at your postal address. Thank You",10003,Registration Processor,RPR_UIN_GEN_EMAIL,eng,TRUE,superadmin,now()
1112,Template for UIN generation SMS,Template for UIN generation SMS,txt,velocity,"Dear $!fullName_eng, Your UIN for Registration ID: $!RID has been successfully generated and will reach soon at your postal address.",10003,Registration Processor,RPR_UIN_GEN_SMS,eng,TRUE,superadmin,now()
1113,Template for update details Email,Template for update details Email,txt,velocity,"Dear $!fullName_eng, Your UIN details for the Registration ID: $!RID have been updated and a physical copy of your UIN card will reach you soon at your postal address. Thank You",10003,Registration Processor,RPR_UIN_UPD_EMAIL,eng,TRUE,superadmin,now()
1114,Template for update Details SMS,Template for update Details SMS,txt,velocity,"Dear $!fullName_eng, Your UIN details for the Registration ID: $!RID have been updated and a physical copy of your UIN card will reach you soon at your postal address.",10003,Registration Processor,RPR_UIN_UPD_SMS,eng,TRUE,superadmin,now()
1107,Modèle de courrier didentité en double,Modèle de courrier didentité en double,txt,velocity,"Cher $!fullName_fra, Votre demande d'UIN pour l'ID d'enregistrement: $!RID a échoué car un duplicata d'UIN a été trouvé par rapport à vos informations. Veuillez vous rendre au bureau d’enregistrement le plus proche ou sur https://mosip.io/grievances Merci",10003,Processeur dinscription,RPR_DUP_UIN_EMAIL,fra,TRUE,superadmin,now()
1108,Modèle de message didentité en double,Modèle de message didentité en double,txt,velocity,"Cher $!fullName_fra, Votre demande d'UIN pour l'ID d'enregistrement: $!RID a échoué car un duplicata d'UIN a été trouvé par rapport à vos informations. Veuillez vous rendre au bureau d’enregistrement le plus proche ou sur https://mosip.io/grievances",10003,Processeur dinscription,RPR_DUP_UIN_SMS,fra,TRUE,superadmin,now()
1109,Modèle pour courrier électronique de problème technique,Modèle pour courrier électronique de problème technique,txt,velocity,"Cher $!fullName_fra, Votre demande d'UIN pour l'ID d'enregistrement: $!RID a échoué en raison d'un problème technique. Veuillez vous rendre au bureau d’enregistrement le plus proche ou sur https://mosip.io/grievances Merci",10003,Processeur dinscription,RPR_TEC_ISSUE_EMAIL,fra,TRUE,superadmin,now()
1110,Modèle de message de problème technique,Modèle de message de problème technique,txt,velocity,"Cher $!fullName_fra, Votre demande d'UIN pour l'ID d'enregistrement: $!RID a échoué en raison d'un problème technique. Veuillez vous rendre au bureau d’enregistrement le plus proche ou sur https://mosip.io/grievances",10003,Processeur dinscription,RPR_TEC_ISSUE_SMS,fra,TRUE,superadmin,now()
1111,Modèle de courrier électronique de génération didentité,Modèle de courrier électronique de génération didentité,txt,velocity,"Cher $!fullName_fra, Votre UIN pour ID d’enregistrement: $!RID a été généré avec succès et vous parviendra sous peu à votre adresse postale. Merci",10003,Processeur dinscription,RPR_UIN_GEN_EMAIL,fra,TRUE,superadmin,now()
1112,Modèle de message de génération didentité,Modèle de message de génération didentité,txt,velocity,"Cher $!fullName_fra, Votre UIN pour ID d’enregistrement: $!RID a été généré avec succès et vous parviendra sous peu à votre adresse postale.",10003,Processeur dinscription,RPR_UIN_GEN_SMS,fra,TRUE,superadmin,now()
1113,Modèle pour les détails de la mise à jour Email,Modèle pour les détails de la mise à jour Email,txt,velocity,"Cher $!fullName_fra, Les détails de votre UIN correspondant à l’ID d’enregistrement: $!RID ont été mis à jour. Une copie physique de votre UIN vous parviendra sous peu à votre adresse postale. Merci",10003,Processeur dinscription,RPR_UIN_UPD_EMAIL,fra,TRUE,superadmin,now()
1114,Modèle pour la mise à jour Détails Message,Modèle pour la mise à jour Détails Message,txt,velocity,"Cher $!fullName_fra, Les détails de votre UIN correspondant à l’ID d’enregistrement: $!RID ont été mis à jour. Une copie physique de votre UIN vous parviendra sous peu à votre adresse postale.",10003,Processeur dinscription,RPR_UIN_UPD_SMS,fra,TRUE,superadmin,now()
1107,نموذج لبريد إلكتروني UIN مكرر,نموذج لبريد إلكتروني UIN مكرر,txt,velocity,عزيزي $! fullName_eng ، لقد فشل طلبك لـ UIN لمعرف التسجيل: $! RID لأنه تم العثور على UIN مكرر مقابل بياناتك. يرجى زيارة أقرب مكتب تسجيل أو زيارة https://mosip.io/grievances شكرًا لك,10003,معالج التسجيل,RPR_DUP_UIN_EMAIL,ara,TRUE,superadmin,now()
1108,نموذج لـ UIN SMS مكرر,نموذج لـ UIN SMS مكرر,txt,velocity,عزيزي $! fullName_eng ، لقد فشل طلبك لـ UIN لمعرف التسجيل: $! RID لأنه تم العثور على UIN مكرر مقابل بياناتك. يرجى زيارة أقرب مكتب تسجيل أو زيارة https://mosip.io/grievances,10003,معالج التسجيل,RPR_DUP_UIN_SMS,ara,TRUE,superadmin,now()
1109,نموذج البريد الإلكتروني للمشكلة الفنية,نموذج البريد الإلكتروني للمشكلة الفنية,txt,velocity,عزيزي $! fullName_eng ، لقد فشل طلبك لـ UIN لمعرف التسجيل: $! RID بسبب مشكلة فنية. يرجى زيارة أقرب مكتب تسجيل أو زيارة https://mosip.io/grievances شكرًا لك,10003,معالج التسجيل,RPR_TEC_ISSUE_EMAIL,ara,TRUE,superadmin,now()
1110,نموذج الرسائل القصيرة الفنية,نموذج الرسائل القصيرة الفنية,txt,velocity,عزيزي $! fullName_eng ، لقد فشل طلبك لـ UIN لمعرف التسجيل: $! RID بسبب مشكلة فنية. يرجى زيارة أقرب مكتب تسجيل أو زيارة https://mosip.io/grievances,10003,معالج التسجيل,RPR_TEC_ISSUE_SMS,ara,TRUE,superadmin,now()
1111,نموذج للبريد الإلكتروني لتوليد UIN,نموذج للبريد الإلكتروني لتوليد UIN,txt,velocity,عزيزي $! fullName_eng ، تم إنشاء UIN الخاص بك لمعرف التسجيل: $! RID وسيصل قريبًا إلى عنوانك البريدي. شكرا لكم,10003,معالج التسجيل,RPR_UIN_GEN_EMAIL,ara,TRUE,superadmin,now()
1112,نموذج SMS لتوليد UIN,نموذج SMS لتوليد UIN,txt,velocity,عزيزي $! fullName_eng ، تم إنشاء UIN الخاص بك لمعرف التسجيل: $! RID وسيصل قريبًا إلى عنوانك البريدي.,10003,معالج التسجيل,RPR_UIN_GEN_SMS,ara,TRUE,superadmin,now()
1113,نموذج لتفاصيل التحديث البريد الإلكتروني,نموذج لتفاصيل التحديث البريد الإلكتروني,txt,velocity,عزيزي $! fullName_eng ، تم تحديث تفاصيل UIN الخاصة بك لمعرف التسجيل: $! RID وستصلك نسخة مادية من بطاقة UIN الخاصة بك قريبًا على عنوانك البريدي. شكرا لكم,10003,معالج التسجيل,RPR_UIN_UPD_EMAIL,ara,TRUE,superadmin,now()
1114,نموذج لتحديث التفاصيل SMS,نموذج لتحديث التفاصيل SMS,txt,velocity,عزيزي $! fullName_eng ، تم تحديث تفاصيل UIN الخاصة بك لمعرف التسجيل: $! RID وستصلك نسخة مادية من بطاقة UIN الخاصة بك قريبًا على عنوانك البريدي.,10003,معالج التسجيل,RPR_UIN_UPD_SMS,ara,TRUE,superadmin,now()
1115,Template for new registration Email Content,Template for new registration Email Content,txt,velocity,"Dear $name, Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10008,Registration Client,NewReg-email-content-template,eng,TRUE,superadmin,now()
1116,Template for new registration Email Subject,Template for new registration Email Subject,txt,velocity,Registration confirmation,10008,Registration Client,NewReg-email-subject-template,eng,TRUE,superadmin,now()
1117,Template for new registration SMS,Template for new registration SMS,txt,velocity,"Dear $name, Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10008,Registration Client,NewReg-sms-template,eng,TRUE,superadmin,now()
1118,Template for OTP generation Email Content,Template for OTP generation Email Content,txt,velocity,"Dear $name, OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10008,Registration Client,OTP-email-content-template,eng,TRUE,superadmin,now()
1119,Template for OTP generation Email Subject,Template for OTP generation Email Subject,txt,velocity,One time password from digital identify platfor,10008,Registration Client,OTP-email-subject-template,eng,TRUE,superadmin,now()
1120,Template for OTP SMS,Template for OTP SMS,txt,velocity,"Dear $name, OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10008,Registration Client,OTP-sms-template,eng,TRUE,superadmin,now()
1121,Template for update registration Email Content,Template for update registration Email Content,txt,velocity,"Dear $name, Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10008,Registration Client,Update-email-content-template,eng,TRUE,superadmin,now()
1122,Template for update registration Email Subject,Template for update registration Email Subject,txt,velocity,Registration update confirmation,10008,Registration Client,Update-email-subject-template,eng,TRUE,superadmin,now()
1123,Template for update registration SMS,Template for update registration SMS,txt,velocity,"Dear $name, Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10008,Registration Client,Update-sms-template,eng,TRUE,superadmin,now()
1115,Modèle pour nouvelle inscription Email Content,Modèle pour nouvelle inscription Email Content,txt,velocity,"Cher $name, Merci de vous être inscrit sur la plateforme d'identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10008,Client dinscription,NewReg-email-content-template,fra,TRUE,superadmin,now()
1116,Modèle pour nouvelle inscription Objet de le-mail,Modèle pour nouvelle inscription Objet de le-mail,txt,velocity,Confirmation d'enregistrement,10008,Client dinscription,NewReg-email-subject-template,fra,TRUE,superadmin,now()
1117,Modèle de nouvelle inscription SMS,Modèle de nouvelle inscription SMS,txt,velocity,"Cher $name, Merci de vous être inscrit sur la plateforme d'identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10008,Client dinscription,NewReg-sms-template,fra,TRUE,superadmin,now()
1118,Modèle de contenu de courrier électronique de génération dOTP,Modèle de contenu de courrier électronique de génération dOTP,txt,velocity,"Cher $name, OTP pour le nom d'utilisateur $username est $otp et est valide pour $validTime minutes (Généré le $date à $heure hrs).",10008,Client dinscription,OTP-email-content-template,fra,TRUE,superadmin,now()
1119,Modèle pour le sujet de-mail de génération dOTP,Modèle pour le sujet de-mail de génération dOTP,txt,velocity,Mot de passe unique de la plateforme d'identification numérique,10008,Client dinscription,OTP-email-subject-template,fra,TRUE,superadmin,now()
1120,Modèle pour SMS OTP,Modèle pour SMS OTP,txt,velocity,"Cher $name, OTP pour le nom d'utilisateur $username est $otp et est valide pour $validTime minutes (Généré le $date à $heure hrs).",10008,Client dinscription,OTP-sms-template,fra,TRUE,superadmin,now()
1121,Modèle pour lenregistrement de la mise à jour,Modèle pour lenregistrement de la mise à jour,txt,velocity,"Cher $name, Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10008,Client dinscription,Update-email-content-template,fra,TRUE,superadmin,now()
1122,Modèle denregistrement de mise à jour Objet de le-mail,Modèle denregistrement de mise à jour Objet de le-mail,txt,velocity,Confirmation de la mise à jour de l'inscription,10008,Client dinscription,Update-email-subject-template,fra,TRUE,superadmin,now()
1123,Modèle pour SMS denregistrement de mise à jour,Modèle pour SMS denregistrement de mise à jour,txt,velocity,"Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10008,Client dinscription,Update-sms-template,fra,TRUE,superadmin,now()
1115,نموذج لمحتوى البريد الإلكتروني للتسجيل الجديد,نموذج لمحتوى البريد الإلكتروني للتسجيل الجديد,txt,velocity,عزيزي $ name ، شكرًا لك على التسجيل في منصة الهوية الرقمية. معرف التسجيل الخاص بك هو $ RegistrationID. إذا كان هناك أي تصحيحات في التفاصيل الخاصة بك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام القادمة.,10008,عميل التسجيل,NewReg-email-content-template,ara,TRUE,superadmin,now()
1116,نموذج للتسجيل الجديد عنوان البريد الإلكتروني,نموذج للتسجيل الجديد عنوان البريد الإلكتروني,txt,velocity,تأكيد التسجيل,10008,عميل التسجيل,NewReg-email-subject-template,ara,TRUE,superadmin,now()
1117,نموذج SMS للتسجيل الجديد,نموذج SMS للتسجيل الجديد,txt,velocity,عزيزي $ name ، شكرًا لك على التسجيل في منصة الهوية الرقمية. معرف التسجيل الخاص بك هو $ RegistrationID. إذا كان هناك أي تصحيحات في التفاصيل الخاصة بك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام القادمة.,10008,عميل التسجيل,NewReg-sms-template,ara,TRUE,superadmin,now()
1118,نموذج لمحتوى البريد الإلكتروني الخاص بإنشاء OTP,نموذج لمحتوى البريد الإلكتروني الخاص بإنشاء OTP,txt,velocity,عزيزي $ name ، OTP لاسم المستخدم $ username هو $ otp وهو صالح لمدة $ validTime minutes (تم إنشاؤه في $ date في $ time hrs).,10008,عميل التسجيل,OTP-email-content-template,ara,TRUE,superadmin,now()
1119,نموذج لتوليد OTP موضوع البريد الإلكتروني,نموذج لتوليد OTP موضوع البريد الإلكتروني,txt,velocity,كلمة مرور لمرة واحدة من منصة التعريف الرقمية,10008,عميل التسجيل,OTP-email-subject-template,ara,TRUE,superadmin,now()
1120,نموذج لـ OTP SMS,نموذج لـ OTP SMS,txt,velocity,عزيزي $ name ، OTP لاسم المستخدم $ username هو $ otp وهو صالح لمدة $ validTime minutes (تم إنشاؤه في $ date في $ time hrs).,10008,عميل التسجيل,OTP-sms-template,ara,TRUE,superadmin,now()
1121,نموذج لتحديث محتوى البريد الإلكتروني للتسجيل,نموذج لتحديث محتوى البريد الإلكتروني للتسجيل,txt,velocity,عزيزي $ name ، شكرًا لك على تحديث بياناتك بمنصة الهوية الرقمية. معرف التسجيل الخاص بك هو $ RegistrationID. إذا كان هناك أي تصحيحات في التفاصيل الخاصة بك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام القادمة.,10008,عميل التسجيل,Update-email-content-template,ara,TRUE,superadmin,now()
1122,نموذج لتحديث موضوع البريد الإلكتروني للتسجيل,نموذج لتحديث موضوع البريد الإلكتروني للتسجيل,txt,velocity,تأكيد تحديث التسجيل,10008,عميل التسجيل,Update-email-subject-template,ara,TRUE,superadmin,now()
1123,نموذج لتحديث تسجيل SMS,نموذج لتحديث تسجيل SMS,txt,velocity,عزيزي $ name ، شكرًا لك على تحديث بياناتك بمنصة الهوية الرقمية. معرف التسجيل الخاص بك هو $ RegistrationID. إذا كان هناك أي تصحيحات في التفاصيل الخاصة بك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام القادمة.,10008,عميل التسجيل,Update-sms-template,ara,TRUE,superadmin,now()
1124,Template for Email Acknowledgement,Template for Email Acknowledgement,txt,velocity,"Dear $name,
Your $ApplicationDetails application is completed successfully on $Date at $Time.
Your application id is $ApplicationId.
Appointment is scheduled for $Appointmentdate at $Appointmenttime 
in Registration Center $RegistrationCenterName at Registration Center Address 
$RegistrationCenterAddress.",10001,Pre-Registration,Email-Acknowledgement,eng,TRUE,superadmin,now()
1125,Template for Onscreen Acknowledgment,Template for Onscreen Acknowledgment,txt,velocity,1. Guideline 1 2. Guideline 2 3. Guideline 3 4. Guideline 4 5. Guideline 5 6. Guideline 6 7. Guideline 7 8. Guideline 8 9. Guideline 9 10. Guideline 10,10001,Pre-Registration,Onscreen-Acknowledgement,eng,TRUE,superadmin,now()
1126,Template for OTP Email Content,Template for OTP Email Content,txt,velocity,"Dear $name, TP for Pre-Registration $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs)",10001,Pre-Registration,otp-email-content-template,eng,TRUE,superadmin,now()
1127,Template for OTP Email Subject,Template for OTP Email Subject,txt,velocity,Pre-Registration $PRID: OTP Request,10001,Pre-Registration,otp-email-subject-template,eng,TRUE,superadmin,now()
1128,Template for OTP SMS,Template for OTP SMS,txt,velocity,OTP for Pre-Registration $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs),10001,Pre-Registration,otp-sms-template,eng,TRUE,superadmin,now()
1129,Template for SMS Acknowledgement,Template for SMS Acknowledgement,txt,velocity,Your Pre-Registration for UIN is Completed Successfully on $Date at $Time. Your ID is #$PRID. Appointment is scheduled for $Appointmentdate at $Appointmenttime. you will also receive the details on your registered email address,10001,Pre-Registration,SMS-Acknowledgement,eng,TRUE,superadmin,now()
1124,Template for email confirmation,Template for email confirmation,txt,velocity,"Cher $name,
Votre application $ApplicationDetails est terminée avec succès le $Date à $Time.
Votre identifiant d'application est $ApplicationId.
Le rendez-vous est prévu pour $Appointmentdate à $Appointmenttime
dans le centre d'enregistrement $RegistrationCenterName à l'adresse du centre d'enregistrement
$RegistrationCenterAddress.",10001,Pré-inscription,Email-Acknowledgement,fra,TRUE,superadmin,now()
1125,On-screen recognition template,On-screen recognition template,txt,velocity,1. Ligne directrice 1 2. Ligne directrice 2 3. Ligne directrice 3 4. Ligne directrice 4 5. Ligne directrice 5 6. Ligne directrice 6 7. Ligne directrice 7 8. Ligne directrice 8 9. Ligne directrice 9 10. Ligne directrice 10,10001,Pré-inscription,Onscreen-Acknowledgement,fra,TRUE,superadmin,now()
1126,OTP Email Content Template,OTP Email Content Template,txt,velocity,"Cher $name, OTP pour Pre-Registration $PRID est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs)",10001,Pré-inscription,otp-email-content-template,fra,TRUE,superadmin,now()
1127,Template for OTP email subject,Template for OTP email subject,txt,velocity,Pre-Registration $PRID: Requête OTP,10001,Pré-inscription,otp-email-subject-template,fra,TRUE,superadmin,now()
1128,Template for OTP SMS,Template for OTP SMS,txt,velocity,OTP pour Pre-Registration $PRID est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs),10001,Pré-inscription,otp-sms-template,fra,TRUE,superadmin,now()
1129,Template for SMS Acknowledgment,Template for SMS Acknowledgment,txt,velocity,Votre pré-inscription pour UIN est terminée avec succès sur $Date à $Time. Votre ID est # $PRID. Le rendez-vous est prévu pour $Appointmentdate à $Appointmenttime. vous recevrez également les détails sur votre adresse email enregistrée,10001,Pré-inscription,SMS-Acknowledgement,fra,TRUE,superadmin,now()
1124,نموذج للإقرار بالبريد الإلكتروني,نموذج للإقرار بالبريد الإلكتروني,txt,velocity,"عزيزي $name،
اكتمل تطبيقك $ApplicationDetails بنجاح في $Date في $Time.
معرف التطبيق الخاص بك هو $ApplicationId.
تمت جدولة الموعد لـ $Appointmentdate بالدولار $Appointmenttime
في مركز التسجيل $RegistrationCenterName في عنوان مركز التسجيل
$RegistrationCenterAddress.",10001,التسجيل المسبق,Email-Acknowledgement,ara,TRUE,superadmin,now()
1125,نموذج للإقرار الظاهر على الشاشة,نموذج للإقرار الظاهر على الشاشة,txt,velocity,1 - المبدأ 1 2 - المبدأ 2 3 - المبدأ 3 - 4 - التوجيه 4 - 5 - 6 - التوجيه 6 - 7 - 8 - - 9 - - - 10 - - 10 - المبدأ التوجيهي 10,10001,التسجيل المسبق,Onscreen-Acknowledgement,ara,TRUE,superadmin,now()
1126,نموذج لمحتوى البريد الإلكتروني OTP,نموذج لمحتوى البريد الإلكتروني OTP,txt,velocity,عزيزي $ name ، TP للتسجيل المسبق $ PRID هو $ otp وهو صالح لمدة $ validTime دقيقة. (تم إنشاؤه في $ date في $ time Hrs),10001,التسجيل المسبق,otp-email-content-template,ara,TRUE,superadmin,now()
1127,نموذج لموضوع البريد الإلكتروني لمرة واحدة,نموذج لموضوع البريد الإلكتروني لمرة واحدة,txt,velocity,التسجيل المسبق $ PRID: طلب OTP,10001,التسجيل المسبق,otp-email-subject-template,ara,TRUE,superadmin,now()
1128,نموذج لإقرار SMS,نموذج لـ OTP SMS,txt,velocity,OTP للتسجيل المسبق $ PRID هو $ otp وهو صالح لمدة $ validTime minutes. (تم إنشاؤه في $ date في $ time Hrs),10001,التسجيل المسبق,otp-sms-template,ara,TRUE,superadmin,now()
1129,نموذج لإقرار SMS,نموذج لإقرار SMS,txt,velocity,اكتمل تسجيلك المسبق لـ UIN بنجاح في $ Date في $ Time. المعرف الخاص بك هو # $ PRID. تمت جدولة الموعد لـ Appointmentdate في موعده بالدولار. ستتلقى أيضًا التفاصيل على عنوان بريدك الإلكتروني المسجل,10001,التسجيل المسبق,SMS-Acknowledgement,ara,TRUE,superadmin,now()
1130,Template for email subject of Acknowledgement,Template for email subject of Acknowledgement,txt,velocity,Acknowledgement: $ApplicationDetails | Application ID: $ApplicationId,10001,Pre-Registration,Acknowledgement-email-subject,eng,TRUE,superadmin,now()
1130,Modèle pour le sujet d'email d'accusé de réception,Modèle pour le sujet d'email d'accusé de réception,txt,velocity,Accusé de réception : $ApplicationDetails | ID de lapplication : $ApplicationId,10001,Pré-inscription,Acknowledgement-email-subject,fra,TRUE,superadmin,now()
1130,نموذج للبريد الإلكتروني موضوع الإقرار,نموذج للبريد الإلكتروني موضوع الإقرار,txt,velocity,شكر وتقدير: $ApplicationDetails | معرف التطبيق: $ApplicationId,10001,التسجيل المسبق,Acknowledgement-email-subject,ara,TRUE,superadmin,now()
